iD,Response,Reviewer
4,Multitasking operating system handles multiple tasks at a time by CPU by switching them.Tasks share time inorder be executed.,1
4,"Multitasking operating systems use a single CPU to work on a number of tasks. The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible.",2
4,"Operating System handle multiple tasks at a time by sharing common resources like the CPU and memory during multitasking.

when we work on an application ,the CPU saves the task that's being worked upon and continues with the next task concurrently.
 
          In this way, the CPU is being used more efficiently and does not need to wait for one task to complete before starting to work on the other.
Multitasking allows for more efficient use of the computer.",3
4,"1) Multiple tasks can be handled through Scheduling the task to cpu
2)We have multitasking operating system it solves the multiple tasks inbuiltly
3)If a task requires a cpu for a long time then it replace the task which requires less amount of time and memory
4)one such approach is context switching",3
4,Os handles multiple tasks with the different algorithms. With some process handling mechanism.,1
4,"Multitasking, in an operating system allows user to perform multiple tasks at a time .The operating system is able to keep track of where you are in these tasks and go from one process to another process(context switching)  without losing information.",3
4,With multitasking operating system handle multiple tasks at a time,1
4,It can divide the tasks and even switch between them quickly when needed,1
4,Using the single cpu;various tasks allocated to the cpu,1
4,Uses single cputo perform them and various tasks arranged in order to perform,1
4,By Switching process at a constant time,1
4,"The Operating system determines which task the cpu will work on at any given time,pausing tasks as needed,so  that all the tasks as completed as efficiently as multiprocessor operating system use a single cpu to work ona number of tasks.",2
4,By switching processes at a constant time,1
4,"Operating system uses multitasking operating system
Which uses single CPU to work on multiple tasks.",1
4,It contains   different  resources available and with help of memories it can handle,1
4,"Multitasking operating systems use a single CPU to work on a number of tasks. The operating system determines which task the CPU will work on at any given time, pausing tasks as needed, so that all tasks are completed as efficiently as possible.",2
4,A multitasking is can save the current state of each user and task so that it does not lose its place when it comes back to a task to resume its work. This allows the system to switch smoothly between tasks.,2
4,"By using multitasking it handles multiple tasks at a time.Multitasking operating system provides the interface for executing the multiple program tasks by single user at a same time on the one computer system. For example, any editing task can be performed while other programs are executing concurrently.",2
4,"Multitasking, in an operating system, is allowing a user to perform more than one computer task at a time. Each task consumes system storage and other resources. As more tasks are started, the system may slow down or begin to run out of shared storage.",1
4,Cpu Scheduling,1
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",2
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",2
5,Throughput of multiprocessor is more than single processor system,1
5,"In single processor, One task can run at a time, In multiple processor, multiple tasks run concurrently ",1
5,"Single processing can be more expensive then multiprocessor
Throughput of multiprocessor is more than single process
Single process system are less reliable",1
5,"In single processor, only 1 task must be performed at a given time. 
But in multiprocessor, we can run more than 1 tasks at a given time. ",1
5,"single processor will allocate resources to only one process at a time , multiprocessor can allocate resources to many processes at a time",1
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.

Single processor systems use different controllers for completing special tasks. On the other hand, multiprocessor systems have many processors that can perform different tasks.

Single processor systems can be more expensive than multiprocessor systems. ",1
5,In multi processor system if one processor fails the system wont halt. ,1
5,"Single processor takes more run time to process a program whereas multiprocessor takes less run time to process a program.
Single processor can handle only one task at a time whereas multiprocessor can handle multiple tasks.
Single processor has less resource management compared to multiprocessor OS",1
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ,1
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",1
5,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",2
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors,1
5,"1)Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2)Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
3)Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.",3
5,"1)Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2)Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
3)Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.",3
5,"Single processor:
Single processor system contains only one processor while multiprocessor systems may contain two or more processors
Multiprocessor:
 multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",3
5,"Single processor mainly used in mobiles , tabs etc
Multiprocessor mainly used in computer and laptops",0
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors.,1
5,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",3
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",3
5,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows âˆ’

1)Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2)Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
3) Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
4) It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
5) Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
6) Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
7) Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",3
5,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows :-

Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated..",3
5,"If a System contains only one processor for processing than it is called single processor system.
If a System contains two or more than two processors for processing than it is called multiprocessor system.",1
5,Single processor contains only one processor where as multiprocessor contain two or more processors so that multiprocessor have many processors so that it can perform multiple tasks at a time.,2
5,"A multiprocessor system contains more than one such CPU, allowing them to work in parallel. This is called SMP, or Symmetric MultiProcessing. A multicore CPU has multiple execution cores on one CPU.",2
5,single processor contains one processor where as multiprocessor contains two or more processors.,1
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors,1
5,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",2
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processor.,1
5,"Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks.",2
5,Single means one multy means more than one,1
5,Single processor is can run only one process at a time whereas multiprocessor does more than one process,1
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.",3
5,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",2
5,Single processor system contains one processor multiproccser contains many processors,1
5,">Single processor system contains only one processor
 ->Multiprocessor systems may contain two or more processors.
â€¢On the other hand, multiprocessor systems have many processors that can perform different tasks.
â€¢This can be done in symmetric or asymmetric multiprocessing.",2
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.

On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",2
5,Multiprocessor is a system with two or more central processing units (CPUs) that is capable of performing multiple tasks where as a multicomputer is a system with multiple processors that are attached via an interconnection network to perform a computation task.,2
5,In single processor we use cpu only one time but in multiprocessor utilization of cpu is maximum. ,1
5,Single processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA(Direct memory access) controller.,2
5,"Multiprocessor perform multi tasks at a time
Single processor perform only perform one process ",1
5,Single processors system can contain only one processor while multiple processors it contains two or more processors on the other hand multiprocessor system have many processors that can perform different tasks,2
5,"1.Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2.Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. 
3.Single processor systems can be more expensive than multiprocessor systems.
4.It is easier to design a single processor system as compared to a multiprocessor system. 
5.Throughput of a multiprocessor system is more than a single processor system. 
6.Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
7.Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",3
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.",3
5,Single processor means computer with one processor and multiprocessor means computer having multiple number of processsors,1
5,"A single processor system contains only one processor While multi process system may contain two or more processor.
It is easier to design a single processor system as compared to a multiprocessor system.
Throughput of a multiprocessor system is more than a single processor system.",3
5,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows âˆ’

Single processor system contains only one processor while multiprocessor systems may contain two or more processors.

Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.

Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.

It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.

Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.

Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.

Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",3
5,"Single processor - 1. Only one processor
2.one task at a time
3.easy to design
4. Failures (other system can't take up the process automatically)
5.less throughput.

Multi processor - 1. More than one processor
2.multiple tasks at once
3.difficult to design when compared to single processor
4.efficient  Failure handling - reliable
5. More throughput.",3
5,Single processor contains only 1 processor and multiple processor contain more than 1 processor ,1
5,"SINGLE PROCESSOR:-
1.System contains only one processor. 
2.The system contains a single processor and only one process can be executed at a time.
3.Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) 
MULTIPROCESSOR:-
1.One computer with multiple processors.
2.Multiprocessor systems have many processors that can perform different tasks.
3.It is tough to desing multiprocessor system.",3
5,"Single processor system contains only one processor while multi processor system may contain two are more processors on the other hand ,multiprocessor system have many processors that can perform different tasks. This can be done in symmetric or asymmetric multi processing .",2
5,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks",3
5,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows âˆ’

Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. 
Throughput of a multiprocessor system is more than a single processor system. However
Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",3
5,"1.Single processor system contains only one  processor. 
Multiprocessor systems may contain two or more processors. 
2.It is easier to design a single processor system as compared to a multiprocessor system. 
3.Most modern personal computers are single processor systems while multiprocessors are used in niche systems only. ",3
5,"Single processor operating system  contains one processor,where multiprocessor operating system contains one or many processors",1
5,"1.) In single processor, there is only one main CPU capable of executing instructions. , in multiprocessor OS has two or more  sharing the memory. 

2.) Single processor OS is expensive, whereas multiprocessor OS is cheaper. 

3.) Single processor system is less reliable, whereas multiprocessor system is more reliable. 
",3
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.,2
5,Single processor contain only one processor and multipocessor contains two or more processors.,1
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors.,1
5,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows âˆ’

1. Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
3. Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
4. It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
5. Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
6. Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",3
5,"Single processor Perform single task at a time , while multiprocessor  perform more than one  ||  speed of execution is low in single processor when compared to multiprocessor  ||  power consumption is high and resources usage low in single processor compares to multiprocessor",3
5,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows âˆ’

â€¢ Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
â€¢ Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
â€¢ Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
â€¢ It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
â€¢ Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
â€¢ Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
â€¢ Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",3
5,Where single  processor system contain only one procerssor where multiprocessor system contain multiple processors where multiple task can perform at a time. ,2
5,Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.,2
5,"A single processor  combines two or more processors on a single chip 
  In multiprocessor system each processor share  main memory and input output devices",1
5,Single processor system contain only one processor while multiprocessor system may contain two or more processor.,1
5,Single process ante rod single like Me multiprocessor ante like My frnds have many accounts ðŸ’•,0
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors.,1
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
",2
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.,2
5,"Two or more processors or CPUs present in same computer, sharing system bus, memory and I/O is called MultiProcessing System. It allows parallel execution of different processors. These systems are reliable since failure of any single processor does not affect other processors. A quad-processor system can execute four processes at a time while an octa-processor can execute eight processes at a time. The memory and other resources may be shared or distributed among processes.


A processor that has more than one core is called Multicore Processor while one with single core is called Unicore Processor or Uniprocessor. Nowadays, most of systems have four cores (Quad-core) or eight cores (Octa-core). These cores can individually read and execute program instructions, giving feel like computer system has several processors but in reality, they are cores and not processors. Instructions can be calculation, data transferring instruction, branch instruction, etc. Processor can run instructions on separate cores at same time. This increases overall speed of program execution in system. Thus heat generated by processor gets reduced and increases overall speed of execution.",3
5,"Single processor: 
          In single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing",2
5,"No.of processors, memory management, expensive ness",0
5,"Single processor contains only one processor
Multi processor contains two or more processors",1
5,"A single processor system contains only one processor.so only one process can execute at a time and process is selected by ready queue.
A multiprocessor contains two or more processors so multiprocessor can be executed simultaneously.",2
5,"Single processor system contains only one processor, and uses different controllers for completing special tasks, while multiprocessor system may contain 2 or more processor and have many processors that perform different tasks.",2
5,Single processor performs just one task where multiprocessor performs multiple tasks. ,1
5,"In Single processor systems system gets halt if the processor fails whereas in multi processor systems is the processor fails ,the system will not halt",1
5,"1.single processing has one processor where as multi has more than 1
2.multi processor can perform different tasks on different processes where as single processor wont
3.mutli processor has asymmetric and symmetric multiprocessing but single processor dont",2
5,"Single processor contains single processor
Multi processor contains two or more processors",1
5,"Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
On the other hand, multiprocessor systems have many processors that can perform different tasks.",2
5,Single processor contains only one processor but multi processor contains more than one processor to execute the tasks,1
5,"Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. On the other hand, multiprocessor systems have many processors that can perform different tasks.",2
5,Single processor have only one processor and multi processor hav two or more processor,1
5,"Single processor operating systems contain only single processor.
But when compered to single processor operating systems,multiple processor operating systems has more  processor.",1
5,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.
But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",3
5,"Single processor has only one actual processor while multiprocessor has more than one processor
Single processor use different controllers of completing special task such as DMA controller but multiprocessor system have many processors that can perform different tasks. 
Single processor system is easier to design than multiprocessor system",3
5,In single processor system can execute only single task at a time whereas multiprocessor  system can execute multiple tasks at a time.,1
5,Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.,2
5,">in single processor the whole work of system should be managed by it.
->in multiprocessor the whole work of the system is divided with in the processors and done it quickly.D1191",1
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors.multiprocessor with multi processor can perform tasks. ,1
5,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.,2
5,"1)Single processor system contains only one processor while multiprocessor system may contain two or more processors.
2) single processor can be more expensive than multiprocessor system.
3) it is easier to design a single processor system as compared to a multi processor system.",3
5,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.
But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",3
5,"SINGLE PROCESSOR: A single processor system contains only one processor. 
MULTIPROCESSOR:  But multi processors contains two or more processors so multiple applications can be executed simultaneously.",2
5,"single processor system has only one processor whereas multi processor OS has two or more processors.
single processor performs only one process at a time. multi processor performs several tasks at time.",2
5,A single processor contains only one processor which can execute only one program at a time. But multi processor contains two or more processor.,2
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",3
5,"Single microprocessor uses single memory 
Single processor can be executed at a time
Single processor uses dma
Multiple microprocessor uses multiple memory 
Multiple microprocessor can execute multiple process
Multiple microprocessor where 2 identical processors share single main memory ",2
5,Single processor perform single task where as multiprocessor perform multiple task,1
5,Single processor systems use different controllers for completing special tasks and have such as direct memory access one processor and multiprocessor systems have many processors that perform different tasks and have more processor ,2
5,"1. In single processor os, one task can be executed by the cpu at a time. Whereas, multiple tasks can be executed in multiprocessor os.
2. In multiprocessor os, RTOS are used to execute tasks Whereas, ISR's are used instead of RTOS in single processor os .
",2
5,Single processer system contains only one processor where multiprocessor system contains more than one. A single processer performs the only process at a given time and it carries out the next process in the queue after tha given process whereas multiprocessor can process multiple tasks at a time.,2
5,Single processor system contains only one processor while microprocessor systems may contain two or more processors. Microprocessor have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing. ,2
5,"Single-Processor Operating System :
On a single processor system, there is only one main CPU which is capable of executing a general-purpose instruction set, including instructions from user.

Multiprocessor Operating System :
It may contain two or more processors. Multiprocessors systems have many processors that can perform different tasks.",2
5,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows âˆ’

Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessingSingle processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.",3
5,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors
Single processor systems can be more expensive than multiprocessor systems
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",2
5,"Single processor system contains only one processor.Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.multiprocessor systems may contain two or more processors.
Single processor systems can be more expensive than multiprocessor systems",2
5,Single processor system contains only one processor and performs single task wheras multi processors contains 2 or more processors and can perform different tasks.,2
5,"A single processor system contains only one processor.One process can be executed at a time. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.
Multi processors contains two or more processors so multiple processes can be executed. processors can perform different tasks by symmetric or asymmetric processing.",2
5,"Single processor system contains only one processor,only one process cane be executed at an instance. Whereas multi processor contain two or more processors, multiple applications can be executed.",2
5,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",3
